Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region,Year,Month,Month_Year,income_valid
2023-08-26,Female,13500,Tri-State Mack Inc,Chevrolet,Lumina,Overhead Camshaft,Manual,Black,42001,Passenger,Austin,2023,8,2023-08,False
2023-08-26,Male,400000,U-Haul CO,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Austin,2023,8,2023-08,True
2023-08-26,Male,370500,Progressive Shippers Cooperative Association No,Audi,A6,Overhead Camshaft,Manual,Pale White,13501,SUV,Scottsdale,2023,8,2023-08,True
2023-08-26,Male,5046000,Rabun Used Car Sales,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,85601,Passenger,Austin,2023,8,2023-08,True
2023-08-27,Male,1225000,Suburban Ford,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36501,Hatchback,Janesville,2023,8,2023-08,True
2023-08-27,Female,911000,Tri-State Mack Inc,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25001,Passenger,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,986000,U-Haul CO,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18001,Hatchback,Austin,2023,8,2023-08,True
2023-08-27,Male,1180000,Saab-Belle Dodge,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39000,SUV,Aurora,2023,8,2023-08,True
2023-08-27,Male,13500,C & M Motors Inc,BMW,328i,Overhead Camshaft,Manual,Black,69001,Sedan,Aurora,2023,8,2023-08,False
2023-08-27,Female,1125000,Capitol KIA,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27501,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Male,1510000,Chrysler of Tri-Cities,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,Sedan,Pasco,2023,8,2023-08,True
2023-08-27,Male,13500,Chrysler Plymouth,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14001,Sedan,Janesville,2023,8,2023-08,False
2023-08-27,Male,990000,Classic Chevy,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9001,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,490000,Clay Johnson Auto Sales,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Austin,2023,8,2023-08,True
2023-08-27,Male,1875000,Diehl Motor CO Inc,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31501,Sedan,Middletown,2023,8,2023-08,True
2023-08-27,Male,760000,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19000,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Male,1610000,Gartner Buick Hyundai Saab,Plymouth,Neon,Overhead Camshaft,Manual,Black,29001,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Male,13500,Star Enterprises Inc,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9001,Passenger,Pasco,2023,8,2023-08,False
2023-08-27,Male,350000,Hatfield Volkswagen,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44001,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Male,495000,Motor Vehicle Branch Office,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,SUV,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,13500,U-Haul CO,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,45000,Passenger,Austin,2023,8,2023-08,False
2023-08-27,Female,1230000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Middletown,2023,8,2023-08,True
2023-08-27,Male,13500,C & M Motors Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Aurora,2023,8,2023-08,False
2023-08-27,Male,644000,Nebo Chevrolet,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,SUV,Austin,2023,8,2023-08,True
2023-08-27,Male,13500,Chrysler of Tri-Cities,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,22000,Hatchback,Pasco,2023,8,2023-08,False
2023-08-27,Male,500000,Pitre Buick-Pontiac-Gmc of Scottsdale,Subaru,Forester,Overhead Camshaft,Manual,Red,26001,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Female,580000,Classic Chevy,Saab,3-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69000,Sedan,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,400000,Clay Johnson Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,Passenger,Austin,2023,8,2023-08,True
2023-08-27,Male,1410000,Diehl Motor CO Inc,Oldsmobile,Aurora,DoubleÂ Overhead Camshaft,Auto,Pale White,24000,Passenger,Middletown,2023,8,2023-08,True
2023-08-27,Male,940000,Progressive Shippers Cooperative Association No,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,25001,SUV,Pasco,2023,8,2023-08,True
2023-08-27,Female,13500,C & M Motors Inc,Saturn,LS,Overhead Camshaft,Manual,Pale White,14000,Sedan,Aurora,2023,8,2023-08,False
2023-08-27,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21000,SUV,Pasco,2023,8,2023-08,False
2023-08-27,Male,1452000,Chrysler of Tri-Cities,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12200,Hatchback,Pasco,2023,8,2023-08,True
2023-08-27,Male,1325000,Race Car Help,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25500,SUV,Austin,2023,8,2023-08,True
2023-08-27,Male,1800000,Classic Chevy,Chevrolet,Impala,DoubleÂ Overhead Camshaft,Auto,Black,21000,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,1253000,Clay Johnson Auto Sales,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19300,SUV,Austin,2023,8,2023-08,True
2023-08-27,Male,13500,Diehl Motor CO Inc,Jeep,Grand Cherokee,Overhead Camshaft,Manual,Black,19000,SUV,Middletown,2023,8,2023-08,False
2023-08-27,Male,13500,Enterprise Rent A Car,Mercedes-B,S-Class,Overhead Camshaft,Manual,Black,85000,SUV,Aurora,2023,8,2023-08,False
2023-08-27,Male,13500,Gartner Buick Hyundai Saab,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Greenville,2023,8,2023-08,False
2023-08-27,Male,373000,Scrivener Performance Engineering,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Male,670000,Star Enterprises Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16001,SUV,Pasco,2023,8,2023-08,True
2023-08-27,Male,667000,New Castle Ford Lincoln Mercury,Volvo,S70,Overhead Camshaft,Manual,Black,22000,SUV,Aurora,2023,8,2023-08,True
2023-08-27,Male,13500,Motor Vehicle Branch Office,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Passenger,Austin,2023,8,2023-08,False
2023-08-27,Male,860000,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20001,SUV,Middletown,2023,8,2023-08,True
2023-08-27,Male,1220000,Saab-Belle Dodge,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,29001,Sedan,Aurora,2023,8,2023-08,True
2023-08-27,Male,1315000,Rabun Used Car Sales,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16500,SUV,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,930000,Star Enterprises Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Pasco,2023,8,2023-08,True
2023-08-27,Male,800000,Suburban Ford,Honda,Accord,Overhead Camshaft,Manual,Black,43001,Sedan,Janesville,2023,8,2023-08,True
2023-08-27,Male,1305000,Tri-State Mack Inc,BMW,328i,Overhead Camshaft,Manual,Pale White,21501,Sedan,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,1060000,U-Haul CO,Pontiac,Bonneville,Overhead Camshaft,Manual,Pale White,11001,Hatchback,Austin,2023,8,2023-08,True
2023-08-27,Male,456000,Star Enterprises Inc,Infiniti,I30,Overhead Camshaft,Manual,Pale White,22000,SUV,Pasco,2023,8,2023-08,True
2023-08-27,Male,950000,C & M Motors Inc,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24001,SUV,Aurora,2023,8,2023-08,True
2023-08-27,Male,910000,Capitol KIA,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37001,SUV,Greenville,2023,8,2023-08,True
2023-08-27,Female,780000,Chrysler of Tri-Cities,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33001,Sedan,Pasco,2023,8,2023-08,True
2023-08-27,Male,810000,Chrysler Plymouth,Acura,RL,Overhead Camshaft,Manual,Black,18001,SUV,Janesville,2023,8,2023-08,True
2023-08-27,Male,776000,Classic Chevy,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,Sedan,Scottsdale,2023,8,2023-08,True
2023-08-27,Male,385000,Race Car Help,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43001,Sedan,Middletown,2023,8,2023-08,True
2023-08-27,Male,1900000,Ryder Truck Rental and Leasing,Buick,Regal,Overhead Camshaft,Manual,Pale White,43001,Passenger,Aurora,2023,8,2023-08,True
2023-08-27,Female,13500,Saab-Belle Dodge,Audi,A6,Overhead Camshaft,Manual,Black,25001,SUV,Greenville,2023,8,2023-08,False
2023-08-27,Male,470000,Rabun Used Car Sales,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,SUV,Austin,2023,8,2023-08,True
2023-08-27,Male,390000,Star Enterprises Inc,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24001,SUV,Janesville,2023,8,2023-08,True
2023-08-27,Male,13500,C & M Motors Inc,Honda,Passport,Overhead Camshaft,Manual,Pale White,13000,SUV,Aurora,2023,8,2023-08,False
2023-08-27,Female,730000,Tri-State Mack Inc,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19001,Passenger,Austin,2023,8,2023-08,True
2023-08-27,Female,13500,U-Haul CO,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37001,SUV,Middletown,2023,8,2023-08,False
2023-08-27,Female,13500,Buddy Storbeck's Diesel Service Inc,Mercedes-B,SLK,Overhead Camshaft,Manual,Pale White,17001,Passenger,Aurora,2023,8,2023-08,False
2023-08-27,Male,571000,C & M Motors Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Black,29001,Hatchback,Greenville,2023,8,2023-08,True
2023-08-27,Male,690000,Capitol KIA,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Sedan,Pasco,2023,8,2023-08,True
2023-08-27,Male,430000,Chrysler of Tri-Cities,Toyota,Sienna,Overhead Camshaft,Manual,Black,27001,Passenger,Janesville,2023,8,2023-08,True
2023-08-27,Male,420000,Chrysler Plymouth,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-28,Female,677000,Hatfield Volkswagen,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,SUV,Pasco,2023,8,2023-08,True
2023-08-28,Male,1270000,Iceberg Rentals,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,SUV,Janesville,2023,8,2023-08,True
2023-08-28,Male,1400000,McKinney Dodge Chrysler Jeep,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14001,Passenger,Scottsdale,2023,8,2023-08,True
2023-08-28,Female,775000,Motor Vehicle Branch Office,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18001,Sedan,Austin,2023,8,2023-08,True
2023-08-28,Female,520000,Nebo Chevrolet,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Sedan,Middletown,2023,8,2023-08,True
2023-08-28,Male,13500,New Castle Ford Lincoln Mercury,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,SUV,Aurora,2023,8,2023-08,False
2023-08-28,Male,460000,Gartner Buick Hyundai Saab,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,12001,SUV,Greenville,2023,8,2023-08,True
2023-08-28,Male,568000,Saab-Belle Dodge,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,24001,SUV,Janesville,2023,8,2023-08,True
2023-08-28,Female,600000,Iceberg Rentals,Lincoln,Navigator,Overhead Camshaft,Manual,Pale White,33000,Sedan,Janesville,2023,8,2023-08,True
2023-08-28,Male,380000,McKinney Dodge Chrysler Jeep,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-28,Male,1440000,Motor Vehicle Branch Office,Volvo,V40,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,SUV,Austin,2023,8,2023-08,True
2023-08-28,Male,1074000,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16401,SUV,Greenville,2023,8,2023-08,True
2023-08-28,Female,13500,Race Car Help,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,SUV,Austin,2023,8,2023-08,False
2023-08-28,Male,2085000,New Castle Ford Lincoln Mercury,Pontiac,Sunfire,DoubleÂ Overhead Camshaft,Auto,Black,18500,Sedan,Aurora,2023,8,2023-08,True
2023-08-28,Male,1760000,Pars Auto Sales,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,19000,SUV,Greenville,2023,8,2023-08,True
2023-08-28,Male,710000,Pitre Buick-Pontiac-Gmc of Scottsdale,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Black,60000,Hatchback,Pasco,2023,8,2023-08,True
2023-08-28,Male,2340000,Progressive Shippers Cooperative Association No,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Janesville,2023,8,2023-08,True
2023-08-28,Male,13500,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Scottsdale,2023,8,2023-08,False
2023-08-28,Female,13500,Star Enterprises Inc,Volkswagen,Golf,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,SUV,Pasco,2023,8,2023-08,False
2023-08-28,Male,13500,Clay Johnson Auto Sales,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,SUV,Austin,2023,8,2023-08,False
2023-08-28,Male,1990000,Enterprise Rent A Car,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,SUV,Aurora,2023,8,2023-08,True
2023-08-28,Male,13500,Iceberg Rentals,Mercury,Mountaineer,Overhead Camshaft,Manual,Pale White,21001,SUV,Janesville,2023,8,2023-08,False
2023-08-28,Male,1800000,Nebo Chevrolet,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25001,SUV,Middletown,2023,8,2023-08,True
2023-08-28,Male,923000,Iceberg Rentals,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,Sedan,Janesville,2023,8,2023-08,True
2023-08-28,Male,392000,Classic Chevy,Porsche,Boxter,Overhead Camshaft,Manual,Pale White,24001,SUV,Austin,2023,8,2023-08,True
2023-08-28,Male,1900000,Clay Johnson Auto Sales,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,Passenger,Middletown,2023,8,2023-08,True
2023-08-28,Female,590000,Diehl Motor CO Inc,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,Sedan,Aurora,2023,8,2023-08,True
2023-08-28,Male,570000,Enterprise Rent A Car,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Pale White,24001,Hatchback,Greenville,2023,8,2023-08,True
2023-08-28,Female,510000,Gartner Buick Hyundai Saab,Volvo,C70,Overhead Camshaft,Manual,Black,36001,Hatchback,Pasco,2023,8,2023-08,True
2023-08-28,Male,13500,Hatfield Volkswagen,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10001,SUV,Janesville,2023,8,2023-08,False
2023-08-29,Female,1150000,Pars Auto Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16001,Passenger,Greenville,2023,8,2023-08,True
2023-08-29,Male,876000,Star Enterprises Inc,Dodge,Neon,Overhead Camshaft,Manual,Pale White,19000,SUV,Pasco,2023,8,2023-08,True
2023-08-29,Female,13500,Progressive Shippers Cooperative Association No,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22001,Passenger,Janesville,2023,8,2023-08,False
2023-08-29,Female,710000,Rabun Used Car Sales,Nissan,Frontier,Overhead Camshaft,Manual,Black,53001,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-29,Male,890000,Race Car Help,Volvo,S40,Overhead Camshaft,Manual,Pale White,22001,Sedan,Austin,2023,8,2023-08,True
2023-08-29,Female,740000,Ryder Truck Rental and Leasing,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,Hatchback,Middletown,2023,8,2023-08,True
2023-08-29,Female,734000,Saab-Belle Dodge,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Black,26001,Hatchback,Aurora,2023,8,2023-08,True
2023-08-29,Male,1100000,Scrivener Performance Engineering,Ford,F-Series,Overhead Camshaft,Manual,Black,38001,Passenger,Greenville,2023,8,2023-08,True
2023-08-29,Male,659000,Star Enterprises Inc,Pontiac,Sunfire,Overhead Camshaft,Manual,Pale White,43001,Sedan,Pasco,2023,8,2023-08,True
2023-08-29,Male,355000,New Castle Ford Lincoln Mercury,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22001,SUV,Aurora,2023,8,2023-08,True
2023-08-29,Male,1225000,Pars Auto Sales,Mitsubishi,Diamante,Overhead Camshaft,Manual,Pale White,12501,Hatchback,Greenville,2023,8,2023-08,True
2023-08-29,Male,580000,Pitre Buick-Pontiac-Gmc of Scottsdale,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Pasco,2023,8,2023-08,True
2023-08-29,Male,1850000,Progressive Shippers Cooperative Association No,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Janesville,2023,8,2023-08,True
2023-08-29,Male,825000,Rabun Used Car Sales,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,Sedan,Scottsdale,2023,8,2023-08,True
2023-08-29,Female,13500,Race Car Help,Toyota,Camry,Overhead Camshaft,Manual,Black,34000,Hatchback,Austin,2023,8,2023-08,False
2023-08-29,Male,1430000,Race Car Help,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,25001,SUV,Janesville,2023,8,2023-08,True
2023-08-29,Male,1045000,Saab-Belle Dodge,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26500,Hatchback,Aurora,2023,8,2023-08,True
2023-08-29,Male,990000,U-Haul CO,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,39001,SUV,Pasco,2023,8,2023-08,True
2023-08-29,Male,3310000,Race Car Help,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Austin,2023,8,2023-08,True
2023-08-29,Female,13500,Ryder Truck Rental and Leasing,Saturn,SL,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Middletown,2023,8,2023-08,False
2023-08-29,Male,13500,Saab-Belle Dodge,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,SUV,Aurora,2023,8,2023-08,False
2023-08-29,Male,1115000,U-Haul CO,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,17501,SUV,Austin,2023,8,2023-08,True
2023-08-29,Male,797000,Star Enterprises Inc,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Pasco,2023,8,2023-08,True
2023-08-29,Male,13500,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Janesville,2023,8,2023-08,False
2023-08-29,Male,1362000,U-Haul CO,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41200,SUV,Austin,2023,8,2023-08,True
2023-08-29,Male,910000,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Austin,2023,8,2023-08,True
2023-08-29,Male,1315000,Progressive Shippers Cooperative Association No,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,33500,Passenger,Janesville,2023,8,2023-08,True
2023-08-29,Male,1030000,McKinney Dodge Chrysler Jeep,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Black,16001,Passenger,Scottsdale,2023,8,2023-08,True
2023-08-29,Male,1046000,Motor Vehicle Branch Office,Saturn,LS,Overhead Camshaft,Manual,Pale White,14601,Sedan,Austin,2023,8,2023-08,True
2023-08-29,Male,13500,Nebo Chevrolet,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Black,24001,SUV,Middletown,2023,8,2023-08,False
2023-08-29,Male,1385000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45501,SUV,Pasco,2023,8,2023-08,True
2023-08-29,Male,740000,Pars Auto Sales,Acura,TL,Overhead Camshaft,Manual,Pale White,14000,Hatchback,Greenville,2023,8,2023-08,True
2023-08-29,Male,650000,Progressive Shippers Cooperative Association No,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Black,16000,SUV,Janesville,2023,8,2023-08,True
2023-08-29,Male,735000,Progressive Shippers Cooperative Association No,Acura,Integra,DoubleÂ Overhead Camshaft,Auto,Black,45000,Passenger,Janesville,2023,8,2023-08,True
2023-08-29,Male,762000,Rabun Used Car Sales,Ford,Mustang,Overhead Camshaft,Manual,Pale White,25000,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-29,Male,13500,Tri-State Mack Inc,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27001,SUV,Scottsdale,2023,8,2023-08,False
2023-08-29,Male,13500,Capitol KIA,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,24000,SUV,Greenville,2023,8,2023-08,False
2023-08-29,Male,650000,Chrysler Plymouth,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Pale White,12000,SUV,Janesville,2023,8,2023-08,True
2023-08-29,Male,342000,Classic Chevy,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27000,SUV,Austin,2023,8,2023-08,True
2023-08-29,Female,1390000,Motor Vehicle Branch Office,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,Sedan,Aurora,2023,8,2023-08,True
2023-08-29,Male,1052000,Nebo Chevrolet,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34200,Sedan,Greenville,2023,8,2023-08,True
2023-08-29,Male,13500,New Castle Ford Lincoln Mercury,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Pasco,2023,8,2023-08,False
2023-08-29,Female,1500000,Pars Auto Sales,Subaru,Outback,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,SUV,Janesville,2023,8,2023-08,True
2023-08-29,Male,13500,Progressive Shippers Cooperative Association No,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,71000,Hatchback,Scottsdale,2023,8,2023-08,False
2023-08-29,Male,13500,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Hatchback,Austin,2023,8,2023-08,False
2023-08-30,Male,773000,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,13001,Hatchback,Janesville,2023,8,2023-08,True
2023-08-30,Male,617500,Tri-State Mack Inc,Ford,F-Series,Overhead Camshaft,Manual,Pale White,13501,Passenger,Scottsdale,2023,8,2023-08,True
2023-08-30,Male,476500,U-Haul CO,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,16501,Sedan,Austin,2023,8,2023-08,True
2023-08-30,Male,590000,Progressive Shippers Cooperative Association No,Chevrolet,Monte Carlo,DoubleÂ Overhead Camshaft,Auto,Pale White,20001,Hatchback,Janesville,2023,8,2023-08,True
2023-08-30,Male,606000,Rabun Used Car Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26001,SUV,Scottsdale,2023,8,2023-08,True
2023-08-30,Male,490000,Race Car Help,Cadillac,Eldorado,Overhead Camshaft,Manual,Pale White,13001,Passenger,Austin,2023,8,2023-08,True
2023-08-30,Male,725000,Ryder Truck Rental and Leasing,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20001,Passenger,Middletown,2023,8,2023-08,True
2023-08-30,Male,13500,Scrivener Performance Engineering,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51001,SUV,Scottsdale,2023,8,2023-08,False
2023-08-30,Male,611000,Suburban Ford,Chevrolet,Metro,Overhead Camshaft,Manual,Pale White,13000,Passenger,Janesville,2023,8,2023-08,True
2023-08-30,Male,600000,U-Haul CO,Cadillac,Seville,Overhead Camshaft,Manual,Pale White,22001,SUV,Scottsdale,2023,8,2023-08,True
2023-08-30,Male,13500,U-Haul CO,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Austin,2023,8,2023-08,False
2023-08-30,Male,600000,Progressive Shippers Cooperative Association No,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Pale White,35000,Sedan,Janesville,2023,8,2023-08,True
2023-08-30,Male,800000,Rabun Used Car Sales,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,22000,Sedan,Scottsdale,2023,8,2023-08,True
2023-08-30,Male,650000,Progressive Shippers Cooperative Association No,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22001,SUV,Austin,2023,8,2023-08,True
2023-08-30,Male,683000,Rabun Used Car Sales,Dodge,Stratus,Overhead Camshaft,Manual,Pale White,25000,Hatchback,Scottsdale,2023,8,2023-08,True
2023-08-30,Male,1158000,Race Car Help,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,12800,Sedan,Austin,2023,8,2023-08,True
2023-08-30,Male,13500,Gartner Buick Hyundai Saab,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42001,SUV,Greenville,2023,8,2023-08,False
2023-08-30,Male,13500,Chrysler Plymouth,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42000,SUV,Janesville,2023,8,2023-08,False
2023-08-30,Male,468000,U-Haul CO,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,SUV,Austin,2023,8,2023-08,True
2023-08-30,Female,405000,Iceberg Rentals,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33001,SUV,Janesville,2023,8,2023-08,True
2023-08-30,Female,1625000,Enterprise Rent A Car,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41500,SUV,Aurora,2023,8,2023-08,True
2023-08-30,Male,950000,Ryder Truck Rental and Leasing,Mercedes-B,C-Class,DoubleÂ Overhead Camshaft,Auto,Black,14000,Hatchback,Middletown,2023,8,2023-08,True
2023-08-30,Male,1280000,Saab-Belle Dodge,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Black,60000,Passenger,Aurora,2023,8,2023-08,True
